8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,3.900000000000000000e+01,1.570796326794896697e-02
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,9.508417323613851124e+01,4.712388980384690090e-02
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,9.313431161500041355e+01,6.283185307179586787e-02
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.927485648266257101e+01,7.853981633974482790e-02
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.537564055396597951e+01,9.424777960769380181e-02
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.348652585896721234e+01,1.099557428756427757e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,7.963039620647381867e+01,1.256637061435917357e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,7.976214641043706877e+01,1.413716694115406958e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,7.792945527847605547e+01,1.570796326794896558e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,7.513321502504734895e+01,1.727875959474386436e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,7.119691004531024703e+01,1.884955592153876036e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,6.942621983083913051e+01,2.042035224833365636e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,6.963476143421473807e+01,2.199114857512855514e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,6.768308503607086379e+01,2.356194490192345115e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,6.184658438426490790e+01,2.513274122871834715e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,6.113100686231170044e+01,2.670353755551324593e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.920304046246273799e+01,2.827433388230813915e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.756735185849701963e+01,2.984513020910303793e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.756735185849701963e+01,3.141592653589793116e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.502726596879041665e+01,3.298672286269282994e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.502726596879041665e+01,3.455751918948772872e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.348831648126532912e+01,3.612831551628262194e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.162363799656122865e+01,3.769911184307752072e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.162363799656122865e+01,3.926990816987241950e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.107837115648853654e+01,4.084070449666731273e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.924428900898052319e+01,4.241150082346221151e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.742362280551750331e+01,4.398229715025711029e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.785394445602159408e+01,4.555309347705200351e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.695742752749558235e+01,4.712388980384690229e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.517742799230607176e+01,4.869468613064179552e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.565084884205330695e+01,5.026548245743669430e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,4.477722635447621968e+01,5.183627878423159308e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.830951894845300743e+00,5.340707511102649185e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.830951894845300743e+00,5.497787143782137953e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.830951894845300743e+00,5.654866776461627831e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.830951894845300743e+00,5.811946409141117709e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,5.969026041820607587e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,6.126105674500097464e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,6.283185307179586232e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,6.440264939859076110e-01
8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,6.597344572538565988e-01
